date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_knockdowns,blue_knockdowns,red_sig_strike,blue_sig_strike,red_sig_strike_percent,blue_sig_strike_percent,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percent,blue_takedown_percent,red_submission_attempts,blue_submission_attempts,red_reversals,blue_reversals,red_control_time,blue_control_time,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str_Acc,red_SApM,red_Str_Def,red_TD_Avg,red_TD_Acc,red_TD_Def,red_Sub_Avg,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str_Acc,blue_SApM,blue_Str_Def,blue_TD_Avg,blue_TD_Acc,blue_TD_Def,blue_Sub_Avg
"December 08, 2007","Las Vegas, Nevada, USA    ",War Machine,Jared Rollins,W,Welterweight,N,0,1,29 of 48,40 of 70,60%,57%,127 of 156,78 of 111,1 of 2,2 of 4,50%,50%,0,1,1,0,7:14,3:43, 14-5-0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,1.16,50%,40%,0.0, 8-4-0,"5' 9""",170 lbs.,--,Orthodox,"Jan 26, 1977",3.33,57%,2.41,39%,2.50,50%,50%,1.2
"December 08, 2007","Las Vegas, Nevada, USA    ",George Sotiropoulos,Billy Miles,W,Welterweight,N,0,0,2 of 3,0 of 3,66%,0%,24 of 28,0 of 3,0 of 0,0 of 2,---,0%,1,0,0,0,1:12,0:19, 14-7-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2.61,27%,2.52,67%,2.32,31%,53%,1.6, 2-2-0,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",0.00,0%,1.25,33%,0.00,0%,0%,0.0
"December 08, 2007","Las Vegas, Nevada, USA    ",Ben Saunders,Dan Barrera,W,Welterweight,N,0,0,18 of 25,12 of 17,72%,70%,143 of 153,59 of 64,0 of 0,1 of 12,---,8%,4,0,0,1,5:49,7:09, 22-13-2,"6' 2""",170 lbs.,"77""",Orthodox,"Apr 13, 1983",3.23,50%,3.58,51%,0.20,40%,66%,1.3, 3-1-0,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
"December 08, 2007","Las Vegas, Nevada, USA    ",Troy Mandaloniz,Richie Hightower,W,Welterweight,N,1,0,30 of 38,20 of 56,78%,35%,36 of 44,30 of 67,0 of 2,1 of 1,0%,100%,0,0,0,0,1:38,0:19, 3-2-0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,3.10,66%,57%,0.0, 8-4-0 (1 NC),"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974",4.62,35%,6.92,21%,3.46,100%,100%,0.0
"December 08, 2007","Las Vegas, Nevada, USA    ",Matt Arroyo,John Kolosci,W,Welterweight,N,0,0,4 of 8,1 of 5,50%,20%,19 of 23,12 of 23,0 of 0,0 of 2,---,0%,5,0,0,0,1:00,3:22, 3-3-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3, 15-9-0,"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",0.21,20%,0.85,50%,0.00,0%,0%,0.0
"December 08, 2007","Las Vegas, Nevada, USA    ",Roman Mitichyan,Dorian Price,W,Welterweight,N,0,0,0 of 0,0 of 2,---,0%,0 of 0,0 of 2,1 of 1,0 of 0,100%,---,1,0,0,0,0:12,0:00, 8-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978",0.26,16%,2.70,43%,1.93,100%,25%,1.9, 8-5-0,"6' 3""",170 lbs.,--,Southpaw,"Aug 20, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
"December 08, 2007","Las Vegas, Nevada, USA    ",Jonathan Goulet,Paul Georgieff,W,Welterweight,N,0,0,11 of 17,12 of 30,64%,40%,33 of 44,18 of 36,3 of 3,0 of 2,100%,0%,1,0,0,0,3:32,0:00, 23-12-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6, 6-2-0,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,0.00,0%,0%,0.0
"November 17, 2007","Newark, New Jersey, USA    ",Rashad Evans,Michael Bisping,W,Light Heavyweight,N,0,0,23 of 87,40 of 96,26%,41%,38 of 108,52 of 112,6 of 16,2 of 2,37%,100%,0,0,0,0,7:42,0:34, 19-8-1,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0.0, 30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3
"November 17, 2007","Newark, New Jersey, USA    ",Thiago Silva,Houston Alexander,W,Light Heavyweight,N,0,0,22 of 35,2 of 8,62%,25%,33 of 46,2 of 8,1 of 1,1 of 1,100%,100%,0,0,0,0,1:56,0:29, 19-6-0 (2 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7, 17-15-1 (2 NC),"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",3.06,54%,3.20,52%,1.19,57%,33%,0.0
"November 17, 2007","Newark, New Jersey, USA    ",Karo Parisyan,Ryo Chonan,W,Welterweight,N,0,0,49 of 110,35 of 87,44%,40%,117 of 186,57 of 110,7 of 9,0 of 0,77%,---,0,0,0,1,7:24,1:50, 24-11-0 (1 NC),"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",2.49,41%,2.19,58%,5.27,59%,59%,1.0, 22-13-0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3
"November 17, 2007","Newark, New Jersey, USA    ",Ed Herman,Joe Doerksen,W,Middleweight,N,1,0,43 of 74,9 of 19,58%,47%,89 of 122,16 of 26,2 of 3,1 of 5,66%,20%,0,3,1,0,6:34,1:54, 27-15-0 (1 NC),"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.28,48%,3.52,42%,2.08,48%,59%,1.1, 51-16-0,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3
"November 17, 2007","Newark, New Jersey, USA    ",Frankie Edgar,Spencer Fisher,W,Lightweight,N,0,0,42 of 79,6 of 21,53%,28%,162 of 212,31 of 47,8 of 12,0 of 0,66%,---,0,0,0,0,13:10,0:00, 23-10-1,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981",3.79,40%,2.81,66%,2.30,31%,65%,0.3, 24-9-0,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,43%,3.03,64%,0.67,30%,60%,0.8
"November 17, 2007","Newark, New Jersey, USA    ",Thiago Alves,Chris Lytle,W,Welterweight,N,1,0,39 of 90,42 of 128,43%,32%,48 of 99,88 of 176,0 of 0,1 of 1,---,100%,0,0,0,0,0:32,2:29, 23-15-0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3, 31-18-5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.70,55%,55%,2.4
"November 17, 2007","Newark, New Jersey, USA    ",Joe Lauzon,Jason Reinhardt,W,Lightweight,N,0,0,5 of 7,1 of 3,71%,33%,8 of 10,1 of 3,1 of 2,0 of 0,50%,---,1,0,0,0,0:56,0:00, 28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0, 20-3-0,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1969",0.51,40%,4.07,43%,1.91,12%,50%,0.0
"November 17, 2007","Newark, New Jersey, USA    ",Marcus Aurelio,Luke Caudillo,W,Lightweight,N,0,0,20 of 27,6 of 13,74%,46%,71 of 81,11 of 18,1 of 4,0 of 1,25%,0%,0,0,0,0,2:23,0:15, 22-10-0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3, 17-17-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,0.44,20%,85%,0.0
"November 17, 2007","Newark, New Jersey, USA    ",Akihiro Gono,Tamdan McCrory,W,Welterweight,N,1,0,27 of 44,31 of 62,61%,50%,39 of 56,32 of 63,1 of 1,0 of 0,100%,---,1,0,0,0,2:36,1:07, 35-21-8,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,1.01,84%,46%,0.5, 14-5-0,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",2.07,49%,1.60,46%,2.28,50%,33%,2.5
"October 20, 2007","Cincinnati, Ohio, USA    ",Anderson Silva,Rich Franklin,W,UFC Middleweight,Y,3,0,39 of 47,22 of 56,82%,39%,40 of 49,23 of 58,0 of 1,1 of 2,0%,50%,0,0,0,0,0:52,1:31, 34-11-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,61%,2.05,60%,0.50,77%,69%,0.8, 29-7-0 (1 NC),"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.10,44%,2.07,62%,1.31,66%,63%,0.7
"October 20, 2007","Cincinnati, Ohio, USA    ",Tim Sylvia,Brandon Vera,W,Heavyweight,N,0,0,68 of 121,58 of 72,56%,80%,137 of 191,77 of 94,0 of 0,1 of 1,---,100%,0,0,0,0,7:40,3:05, 31-10-0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1, 15-7-0 (1 NC),"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.70,53%,59%,0.2
"October 20, 2007","Cincinnati, Ohio, USA    ",Alvin Robinson,Jorge Gurgel,W,Lightweight,N,0,0,44 of 78,3 of 12,56%,25%,186 of 248,33 of 46,2 of 4,0 of 0,50%,---,1,0,1,1,8:05,6:10, 15-9-0,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2, 14-10-0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,0.81,23%,60%,0.5
"October 20, 2007","Cincinnati, Ohio, USA    ",Stephan Bonnar,Eric Schafer,W,Light Heavyweight,N,0,0,30 of 54,13 of 17,55%,76%,76 of 109,35 of 41,0 of 0,1 of 5,---,20%,0,1,0,0,3:50,2:09, 15-9-0,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0, 14-8-2,"6' 3""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8
"October 20, 2007","Cincinnati, Ohio, USA    ",Alan Belcher,Kalib Starnes,W,Middleweight,N,0,0,57 of 100,40 of 89,57%,44%,61 of 104,45 of 94,0 of 0,1 of 3,---,33%,0,0,0,0,0:51,0:28, 18-8-0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9, 17-11-1,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
"October 20, 2007","Cincinnati, Ohio, USA    ",Yushin Okami,Jason MacDonald,W,Middleweight,N,0,0,41 of 82,25 of 49,50%,51%,78 of 123,69 of 95,1 of 1,0 of 9,100%,0%,1,0,0,0,8:52,2:13, 34-12-0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.06,38%,2.25,60%,1.98,39%,84%,0.5, 25-16-0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",1.55,52%,2.70,46%,1.43,16%,35%,2.0
"October 20, 2007","Cincinnati, Ohio, USA    ",Demian Maia,Ryan Jensen,W,Middleweight,N,0,0,3 of 3,2 of 3,100%,66%,9 of 11,6 of 7,2 of 2,0 of 0,100%,---,1,0,0,0,2:26,0:00, 28-11-0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",1.80,43%,2.07,63%,2.49,24%,61%,1.0, 21-8-0,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",2.84,39%,2.99,59%,1.55,50%,31%,1.9
"October 20, 2007","Cincinnati, Ohio, USA    ",Joshua Burkman,Forrest Petz,W,Welterweight,N,1,0,44 of 87,65 of 138,50%,47%,51 of 95,113 of 187,3 of 13,0 of 0,23%,---,2,0,0,1,2:30,3:36, 28-16-0 (1 NC),"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3, 26-10-0,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975",2.27,29%,2.20,57%,1.30,100%,66%,0.0
"October 20, 2007","Cincinnati, Ohio, USA    ",Matt Grice,Jason Black,W,Lightweight,N,1,0,44 of 73,10 of 20,60%,50%,132 of 170,43 of 56,3 of 3,0 of 1,100%,0%,0,7,0,1,12:44,0:36, 15-5-0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5, 23-4-1,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.60,45%,0.48,33%,28%,6.2
"September 22, 2007","Anaheim, California, USA    ",Keith Jardine,Chuck Liddell,W,Light Heavyweight,N,1,0,83 of 176,31 of 138,47%,22%,83 of 176,31 of 138,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:00, 17-11-2,"6' 2""",185 lbs.,"76""",Orthodox,"Oct 31, 1975",3.25,36%,2.98,59%,1.18,45%,62%,0.7, 21-8-0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0
"September 22, 2007","Anaheim, California, USA    ",Forrest Griffin,Mauricio Rua,W,Light Heavyweight,N,0,0,66 of 130,27 of 75,50%,36%,146 of 214,53 of 105,2 of 2,5 of 12,100%,41%,3,0,2,0,5:37,4:51, 19-7-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",4.38,36%,2.81,61%,1.05,48%,57%,0.7, 27-12-1,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50%,2.71,54%,2.12,48%,47%,0.8
"September 22, 2007","Anaheim, California, USA    ",Jon Fitch,Diego Sanchez,W,Welterweight,N,0,0,25 of 40,11 of 18,62%,61%,144 of 178,25 of 34,3 of 3,2 of 9,100%,22%,0,5,0,1,9:40,3:36, 30-7-1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,50%,1.65,54%,3.60,51%,56%,0.8, 31-13-0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8
"September 22, 2007","Anaheim, California, USA    ",Lyoto Machida,Kazuhiro Nakamura,W,Light Heavyweight,N,0,0,70 of 89,15 of 31,78%,48%,134 of 153,27 of 44,2 of 3,2 of 10,66%,20%,1,0,0,0,9:08,1:47, 24-8-0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2.59,53%,1.57,61%,1.21,65%,75%,0.4, 21-13-0,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,1.73,36%,42%,0.6
"September 22, 2007","Anaheim, California, USA    ",Tyson Griffin,Thiago Tavares,W,Lightweight,N,0,0,29 of 66,6 of 21,43%,28%,89 of 134,32 of 49,2 of 6,4 of 9,33%,44%,1,4,1,2,7:55,3:56, 16-8-0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",3.71,41%,2.30,65%,1.87,46%,59%,0.9, 21-7-1,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5
"September 22, 2007","Anaheim, California, USA    ",Rich Clementi,Anthony Johnson,W,Welterweight,N,0,1,12 of 24,22 of 50,50%,44%,43 of 57,25 of 54,1 of 2,1 of 2,50%,50%,2,3,1,1,2:42,2:23, 45-23-1,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1, 22-6-0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",3.25,47%,1.83,60%,2.43,57%,77%,0.6
"September 22, 2007","Anaheim, California, USA    ",Jeremy Stephens,Diego Saraiva,W,Lightweight,N,0,0,50 of 90,11 of 29,55%,37%,109 of 154,71 of 93,2 of 2,0 of 0,100%,---,0,2,1,1,9:51,2:11, 28-19-0 (1 NC),"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.17,40%,3.05,58%,1.16,38%,65%,0.4, 22-20-1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,1.33,40%,0%,0.7
"September 22, 2007","Anaheim, California, USA    ",Christian Wellisch,Scott Junk,W,Heavyweight,N,0,0,6 of 11,17 of 28,54%,60%,7 of 12,30 of 42,1 of 1,0 of 0,100%,---,2,0,0,0,0:48,1:14, 8-5-0,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2, 8-3-1 (1 NC),"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978",5.13,60%,1.81,45%,0.00,0%,0%,0.0
"September 22, 2007","Anaheim, California, USA    ",Matt Wiman,Michihiro Omigawa,W,Lightweight,N,0,0,59 of 108,33 of 64,54%,51%,109 of 167,78 of 114,4 of 5,1 of 2,80%,50%,0,1,2,1,11:26,1:51, 16-10-0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5, 17-14-1,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,39%,3.06,64%,1.19,36%,49%,1.5
"September 19, 2007","Las Vegas, Nevada, USA    ",Kenny Florian,Din Thomas,W,Lightweight,N,0,0,27 of 57,3 of 15,47%,20%,50 of 82,3 of 15,2 of 2,0 of 1,100%,0%,1,0,0,0,1:42,0:21, 14-6-0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3, 26-9-0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2
"September 19, 2007","Las Vegas, Nevada, USA    ",Chris Leben,Terry Martin,W,Middleweight,N,1,0,53 of 101,45 of 104,52%,43%,208 of 256,76 of 135,0 of 1,4 of 6,0%,66%,1,0,0,0,1:27,6:59, 22-11-0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8, 23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.82,43%,3.13,54%,3.10,42%,92%,0.0
"September 19, 2007","Las Vegas, Nevada, USA    ",Nate Diaz,Junior Assuncao,W,Lightweight,N,1,0,10 of 11,7 of 14,90%,50%,25 of 28,9 of 16,1 of 3,1 of 2,33%,50%,3,0,0,1,1:33,1:59, 21-13-0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.51,45%,3.73,52%,1.10,30%,41%,1.3, 16-6-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7
"September 19, 2007","Las Vegas, Nevada, USA    ",Nate Quarry,Pete Sell,W,Middleweight,N,1,1,64 of 129,53 of 114,49%,46%,75 of 141,70 of 132,0 of 1,2 of 4,0%,50%,0,0,0,0,0:23,2:31, 12-4-0,"6' 0""",185 lbs.,"72""",Open Stance,"Mar 18, 1972",4.96,44%,2.80,66%,0.25,33%,60%,0.0, 10-7-0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.60,42%,3.65,51%,0.91,21%,47%,0.9
"September 19, 2007","Las Vegas, Nevada, USA    ",Luke Cummo,Edilberto de Oliveira,W,Welterweight,N,1,0,6 of 19,5 of 16,31%,31%,6 of 19,5 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00, 6-6-0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.50,59%,0.89,55%,42%,1.4, 29-15-2,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",4.12,32%,6.79,61%,0.00,0%,0%,0.0
"September 19, 2007","Las Vegas, Nevada, USA    ",Cole Miller,Leonard Garcia,W,Lightweight,N,0,0,21 of 48,16 of 32,43%,50%,59 of 90,95 of 119,1 of 2,0 of 1,50%,0%,10,0,2,1,11:18,2:25, 21-11-0 (1 NC),"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",3.00,33%,3.88,59%,0.60,36%,38%,1.8, 18-13-1,"5' 10""",145 lbs.,"68""",Orthodox,"Jul 14, 1979",2.77,24%,4.79,52%,0.30,26%,42%,0.5
"September 19, 2007","Las Vegas, Nevada, USA    ",Gray Maynard,Joe Veres,W,Lightweight,N,1,0,3 of 4,0 of 0,75%,---,3 of 4,0 of 0,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00, 13-7-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",1.92,32%,2.64,66%,2.91,47%,81%,0.7, 4-3-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",0.00,0%,5.55,27%,0.00,0%,0%,0.0
"September 19, 2007","Las Vegas, Nevada, USA    ",Thiago Alves,Kuniyoshi Hironaka,W,Welterweight,N,0,0,48 of 97,15 of 39,49%,38%,50 of 101,20 of 44,0 of 0,2 of 6,---,33%,0,0,0,0,0:54,1:35, 23-15-0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",3.73,41%,3.42,62%,0.71,60%,63%,0.3, 23-9-0,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,40%,3.01,54%,1.91,30%,25%,0.6
"September 19, 2007","Las Vegas, Nevada, USA    ",Dustin Hazelett,Jonathan Goulet,W,Welterweight,N,0,0,3 of 5,0 of 0,60%,---,3 of 5,0 of 0,0 of 0,1 of 1,---,100%,2,0,0,0,0:00,0:48, 12-7-0,"6' 1""",170 lbs.,"76""",Orthodox,"Apr 29, 1986",2.24,40%,3.51,46%,0.55,50%,25%,4.1, 23-12-0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979",1.61,41%,2.01,46%,4.17,70%,45%,0.6
"September 08, 2007","London, England, United Kingdom    ",Quinton Jackson,Dan Henderson,W,UFC Light Heavyweight,Y,1,0,74 of 108,60 of 95,68%,63%,185 of 222,94 of 135,2 of 3,3 of 8,66%,37%,0,3,0,1,9:40,9:08, 37-12-0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",3.25,54%,2.51,55%,1.52,56%,73%,0.1, 32-15-0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,47%,2.70,51%,1.52,52%,57%,0.3
"September 08, 2007","London, England, United Kingdom    ",Michael Bisping,Matt Hamill,W,Light Heavyweight,N,0,0,47 of 162,56 of 124,29%,45%,65 of 182,88 of 165,0 of 0,6 of 12,---,50%,0,0,0,0,0:01,4:08, 30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3, 12-8-0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",3.69,42%,3.80,61%,3.00,34%,91%,0.0
"September 08, 2007","London, England, United Kingdom    ",Cheick Kongo,Mirko Filipovic,W,Heavyweight,N,0,0,63 of 103,15 of 33,61%,45%,87 of 131,45 of 63,1 of 4,1 of 1,25%,100%,0,0,1,0,6:34,2:05, 27-10-2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.30,56%,52%,0.2, 35-11-2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3
"September 08, 2007","London, England, United Kingdom    ",Marcus Davis,Paul Taylor,W,Welterweight,N,0,1,24 of 40,16 of 30,60%,53%,32 of 48,26 of 41,1 of 3,0 of 0,33%,---,1,0,0,1,2:31,1:06, 22-11-0 (1 NC),"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,1.60,48%,47%,1.4, 11-6-1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
"September 08, 2007","London, England, United Kingdom    ",Houston Alexander,Alessio Sakara,W,Light Heavyweight,N,1,0,18 of 36,1 of 5,50%,20%,18 of 36,1 of 5,0 of 0,1 of 2,---,50%,0,0,0,0,0:14,0:09, 17-15-1 (2 NC),"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",3.06,54%,3.20,52%,1.19,57%,33%,0.0, 19-11-0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47%,2.80,59%,2.18,78%,62%,0.0
"September 08, 2007","London, England, United Kingdom    ",Gleison Tibau,Terry Etim,W,Lightweight,N,0,0,14 of 23,18 of 34,60%,52%,105 of 123,20 of 37,7 of 10,0 of 1,70%,0%,0,0,0,0,11:41,0:00, 33-14-0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8, 16-5-0,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35%,2.53,67%,0.43,30%,39%,1.4
"September 08, 2007","London, England, United Kingdom    ",Thiago Silva,Tomasz Drwal,W,Light Heavyweight,N,1,0,48 of 105,43 of 127,45%,33%,53 of 110,53 of 138,0 of 4,1 of 2,0%,50%,1,0,0,0,0:25,1:04, 19-6-0 (2 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7, 21-5-1,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4
"September 08, 2007","London, England, United Kingdom    ",Dennis Siver,Naoyuki Kotani,W,Lightweight,N,1,0,28 of 66,9 of 30,42%,30%,47 of 87,14 of 36,0 of 2,0 of 0,0%,---,0,2,0,0,3:49,0:05, 23-11-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3, 34-14-7,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8
"September 08, 2007","London, England, United Kingdom    ",Jess Liaudin,Anthony Torres,W,Welterweight,N,2,0,38 of 67,13 of 26,56%,50%,46 of 76,28 of 42,0 of 1,0 of 0,0%,---,0,0,0,0,0:58,0:46, 20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6, 5-3-0,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.00,0%,100%,2.2
