date,red_fighter,blue_fighter,winner,red_sig_str_percent,blue_sig_str_percent,red_sub_att,blue_sub_att,red_stance,blue_stance,red_total_str_percent,blue_total_str_percent,red_td_percent,blue_td_percent,height_diff,reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_td_defence_percent,blue_td_defence_percent
2024-05-11,Derrick Lewis,Rodrigo Nascimento,W,0.5466666666666666,0.6585365853658537,0,0,Orthodox,Orthodox,0.5802469135802469,0.782608695652174,0.25,1.0,2.0,-2.539999999999992,39,31,0.35,0.45999999999999996,0.0,0.75
2024-05-11,Joaquin Buckley,Nursulton Ruziboev,W,0.5512820512820513,0.4305555555555556,0,0,Southpaw,Orthodox,0.6042780748663101,0.4942528735632184,1.0,0.0,-18.0,0.0,30,30,0.5700000000000001,0.44999999999999996,1.0,0.0
2024-05-11,Alonzo Menifield,Carlos Ulberg,L,0.25,0.6363636363636364,0,0,Orthodox,Orthodox,0.25,0.6363636363636364,0.0,0.0,-10.0,-2.5400000000000205,37,34,0.37,0.75,1.0,1.0
2024-05-11,Diego Ferreira,Mateusz Rebecki,W,0.5103734439834025,0.3795620437956204,0,0,Orthodox,Southpaw,0.5551470588235294,0.410958904109589,1.0,0.8,5.0,20.319999999999993,39,32,0.63,0.49,0.19999999999999996,0.0
2024-05-11,Alex Caceres,Sean Woodson,L,0.41624365482233505,0.4469026548672566,0,0,Southpaw,Orthodox,0.425,0.4469026548672566,0.0,0.0,-10.0,-12.699999999999989,36,32,0.56,0.5900000000000001,1.0,1.0
2024-05-11,Waldo Cortes-Acosta,Robelis Despaigne,W,0.5148514851485149,0.5,1,0,Orthodox,Orthodox,0.6372549019607843,0.4745762711864407,0.75,0.0,-8.0,-15.240000000000009,33,36,0.5,0.49,1.0,0.25
2024-05-11,Chase Hooper,Viacheslav Borshchev,W,0.5688073394495413,0.3333333333333333,2,0,Southpaw,Orthodox,0.5944700460829493,0.3333333333333333,1.0,0.0,5.0,12.700000000000017,25,32,0.6699999999999999,0.43999999999999995,1.0,0.0
2024-05-11,Terrance McKinney,Esteban Ribovics,L,0.2777777777777778,0.4166666666666667,0,0,Switch,Orthodox,0.2777777777777778,0.4166666666666667,0.0,0.0,0.0,10.160000000000025,30,28,0.5900000000000001,0.73,1.0,1.0
2024-05-11,Tabatha Ricci,Tecia Pennington,W,0.3776223776223776,0.365296803652968,0,0,Orthodox,Orthodox,0.5053763440860215,0.39826839826839827,0.1,0.0,0.0,2.539999999999992,29,35,0.64,0.63,1.0,0.9
2024-05-11,Billy Ray Goff,Trey Waters,L,0.46586345381526106,0.4266666666666667,0,1,Switch,Orthodox,0.4867924528301887,0.4533898305084746,0.08333333333333333,0.0,-18.0,-12.700000000000017,26,29,0.5800000000000001,0.54,1.0,0.92
2024-05-11,Charles Johnson,Jake Hadley,W,0.4166666666666667,0.375,0,0,Switch,Southpaw,0.46808510638297873,0.38461538461538464,0.0,0.0,5.0,0.0,33,28,0.63,0.5900000000000001,1.0,1.0
2024-05-11,JJ Aldrich,Veronica Hardy,L,0.42857142857142855,0.46153846153846156,0,0,Southpaw,Southpaw,0.5,0.6106194690265486,0.0,0.0,2.0,7.6200000000000045,32,29,0.54,0.5800000000000001,1.0,1.0
2024-07-27,Leon Edwards,Belal Muhammad,L,0.6619718309859155,0.5619834710743802,0,0,Southpaw,Orthodox,0.7807017543859649,0.6832740213523132,1.0,0.6923076923076923,8.0,5.0800000000000125,33,36,0.43999999999999995,0.33999999999999997,0.31000000000000005,0.0
2024-07-13,Rose Namajunas,Tracy Cortez,W,0.5333333333333333,0.29292929292929293,0,0,Orthodox,Orthodox,0.5534883720930233,0.3648068669527897,1.0,0.4,0.0,0.0,32,31,0.71,0.47,0.6,0.0
2024-06-29,Alex Pereira,Jiri Prochazka,W,0.76,0.28,0,0,Orthodox,Orthodox,0.8032786885245902,0.28,0.0,0.0,3.0,-2.539999999999992,37,32,0.72,0.24,1.0,1.0
2024-04-13,Alex Pereira,Jamahal Hill,W,0.8,0.5454545454545454,0,0,Orthodox,Southpaw,0.8,0.5454545454545454,0.0,0.0,0.0,0.0,37,33,0.45999999999999996,0.19999999999999996,1.0,1.0
2024-04-27,Matheus Nicolau,Alex Perez,L,0.4,0.39436619718309857,0,0,Orthodox,Orthodox,0.4,0.39436619718309857,0.0,0.0,0.0,2.5400000000000205,31,32,0.61,0.6,1.0,1.0
2024-06-22,Robert Whittaker,Ikram Aliskerov,W,0.6666666666666666,0.3333333333333333,0,0,Orthodox,Southpaw,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,-7.619999999999976,34,32,0.6699999999999999,0.33999999999999997,1.0,1.0
2024-05-04,Alexandre Pantoja,Steve Erceg,W,0.5165289256198347,0.5235849056603774,0,0,Orthodox,Orthodox,0.5458015267175572,0.5536480686695279,0.47368421052631576,0.16666666666666666,-8.0,-2.539999999999992,34,29,0.48,0.49,0.84,0.53
2024-03-09,Sean O'Malley,Marlon Vera,W,0.6460674157303371,0.36929460580912865,0,0,Switch,Switch,0.6480446927374302,0.36929460580912865,0.0,0.0,7.0,5.079999999999984,29,31,0.64,0.36,1.0,1.0
2024-03-16,Tai Tuivasa,Marcin Tybura,L,0.625,0.6585365853658537,0,1,Southpaw,Orthodox,0.6666666666666666,0.7604166666666666,0.0,0.25,-2.0,-7.6200000000000045,31,38,0.35,0.38,0.75,1.0
2024-06-08,Jared Cannonier,Nassourdine Imavov,L,0.5871559633027523,0.6119402985074627,0,0,Switch,Orthodox,0.6710526315789473,0.6666666666666666,1.0,0.6666666666666666,-10.0,5.0800000000000125,40,29,0.39,0.42000000000000004,0.33999999999999997,0.0
2024-07-27,Tom Aspinall,Curtis Blaydes,W,0.7368421052631579,0.45454545454545453,0,0,Orthodox,Orthodox,0.7368421052631579,0.4166666666666667,0.0,0.0,3.0,-5.079999999999984,31,33,0.55,0.27,1.0,1.0
2024-07-13,Santiago Ponzinibbio,Muslim Salikhov,L,0.3504273504273504,0.38016528925619836,0,0,Orthodox,Orthodox,0.3559322033898305,0.4726027397260274,0.4,0.0,3.0,7.6200000000000045,38,40,0.62,0.65,1.0,0.6
