date,location,weight_class,title_bout,winner,red_Fighter,blue_Fighter,red_KD,blue_KD,red_Sig. str.,blue_Sig. str.,red_Sig. str. %,blue_Sig. str. %,red_Total str.,blue_Total str.,red_Td,blue_Td,red_Td %,blue_Td %,red_Sub. att,blue_Sub. att,red_Rev.,blue_Rev.,red_Ctrl,blue_Ctrl,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str. Acc.,red_SApM,red_Str. Def,red_TD Avg.,red_TD Acc.,red_TD Def.,red_Sub. Avg.,red_record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str. Acc.,blue_SApM,blue_Str. Def,blue_TD Avg.,blue_TD Acc.,blue_TD Def.,blue_Sub. Avg.,blue_record
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Light Heavyweight,N,W,Magomed Ankalaev,Ion Cutelaba,2,0,21 of 41,11 of 36,51%,30%,21 of 41,11 of 36,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992",3.55,52%,2.15,59%,0.99,29%,86%,0.0, 18-1-1,"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.63,43%,3.29,48%,4.75,58%,77%,0.0, 17-9-1 (1 NC)
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Heavyweight,N,L,Stefan Struve,Tai Tuivasa,0,1,13 of 19,27 of 42,68%,64%,13 of 19,48 of 63,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,1:44,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7, 33-13-0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",4.10,49%,4.46,45%,0.00,0%,52%,0.0, 15-5-0
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Catch Weight,N,L,Nathaniel Wood,Casey Kenney,0,0,136 of 321,123 of 247,42%,49%,138 of 325,125 of 249,0 of 3,2 of 6,0%,33%,0,0,0,0,0:00,1:30,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",6.34,48%,4.42,57%,1.81,54%,73%,0.6, 19-5-0,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4, 16-4-1
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Welterweight,N,L,Alex Oliveira,Shavkat Rakhmonov,0,0,9 of 18,13 of 25,50%,52%,16 of 26,32 of 44,0 of 2,0 of 2,0%,0%,0,1,0,0,2:04,0:44,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.99,51%,2.55,46%,2.35,38%,63%,0.6, 22-12-1 (2 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994",4.45,59%,2.61,53%,1.49,33%,100%,1.5, 17-0-0
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Light Heavyweight,N,D,Da Woon Jung,Sam Alvey,1,0,56 of 126,59 of 166,44%,35%,61 of 133,69 of 177,0 of 3,0 of 0,0%,---,0,0,0,0,2:25,0:05,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",3.39,42%,3.53,52%,2.10,50%,80%,0.2, 15-4-1,"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1, 33-18-1 (1 NC)
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Flyweight,N,L,Liana Jojua,Miranda Maverick,0,0,30 of 80,49 of 95,37%,51%,30 of 80,49 of 95,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",2.42,30%,5.32,54%,1.71,66%,50%,1.3, 8-5-0,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",3.74,44%,2.53,60%,2.70,61%,44%,0.4, 13-4-0
"October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Lightweight,N,W,Joel Alvarez,Alexander Yakovlev,0,0,4 of 6,1 of 1,66%,100%,10 of 13,15 of 16,0 of 0,1 of 1,---,100%,2,0,0,0,0:00,1:57,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1993",3.44,44%,3.68,49%,0.00,0%,0%,1.2, 19-3-0,"6' 3""",155 lbs.,"74""",Southpaw,"Jul 18, 1984",1.74,47%,2.41,58%,1.66,35%,72%,0.1, 24-10-1
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,W,Brian Ortega,Chan Sung Jung,2,0,127 of 212,62 of 163,59%,38%,129 of 214,64 of 166,3 of 10,0 of 0,30%,---,0,0,0,0,0:57,0:00,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",4.19,38%,6.66,49%,0.95,23%,56%,1.2, 15-3-0 (1 NC),"5' 7""",145 lbs.,"72""",Orthodox,"Mar 17, 1987",3.97,42%,4.35,52%,0.74,47%,72%,0.7, 17-7-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Flyweight,N,L,Katlyn Chookagian,Jessica Andrade,0,1,19 of 53,28 of 43,35%,65%,27 of 61,62 of 79,0 of 0,2 of 3,---,66%,0,0,0,0,0:25,2:26,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.59,34%,4.41,63%,0.27,15%,54%,0.3, 18-5-0,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991",6.82,50%,5.40,54%,2.61,54%,73%,0.4, 24-11-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Light Heavyweight,N,W,Jimmy Crute,Modestas Bukauskas,2,0,17 of 24,7 of 17,70%,41%,18 of 25,7 of 17,0 of 1,0 of 0,0%,---,0,0,0,0,0:25,0:00,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",3.67,55%,3.04,45%,5.19,64%,60%,2.3, 12-3-1,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.37,38%,4.02,50%,0.00,0%,71%,0.0, 14-5-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Welterweight,N,L,Claudio Silva,James Krause,0,0,64 of 214,94 of 159,29%,59%,66 of 216,96 of 162,2 of 12,0 of 1,16%,0%,0,0,0,0,0:58,0:14,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.48,42%,3.00,46%,2.85,26%,44%,1.1, 14-4-0,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9, 28-9-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,L,Thomas Almeida,Jonathan Martinez,0,0,64 of 171,73 of 205,37%,35%,64 of 171,73 of 205,0 of 5,0 of 0,0%,---,0,0,0,0,0:02,0:00,"5' 7""",145 lbs.,"70""",Southpaw,"Jul 31, 1991",4.84,43%,4.93,61%,0.17,14%,75%,0.0, 22-5-0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.63,49%,3.81,57%,0.46,41%,69%,0.1, 18-4-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Lightweight,N,L,Mateusz Gamrot,Guram Kutateladze,0,1,52 of 126,37 of 86,41%,43%,69 of 151,43 of 93,5 of 16,0 of 1,31%,0%,0,0,0,0,3:29,0:01,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.03,51%,3.23,60%,4.54,31%,90%,0.2, 22-2-0 (1 NC),"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.83,42%,4.37,58%,0.50,12%,77%,0.0, 12-3-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Flyweight,N,W,Gillian Robertson,Poliana Botelho,0,0,57 of 98,22 of 43,58%,51%,104 of 161,39 of 61,3 of 7,0 of 0,42%,---,0,0,0,0,9:34,1:16,"5' 5""",115 lbs.,"63""",Orthodox,"May 17, 1995",2.32,49%,2.81,50%,2.63,42%,25%,1.0, 12-7-0,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",2.90,58%,2.80,54%,0.85,57%,76%,0.0, 8-5-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,W,JunYong Park,John Phillips,0,0,10 of 21,5 of 14,47%,35%,260 of 350,13 of 25,4 of 4,0 of 0,100%,---,0,0,0,0,13:11,0:00,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.92,51%,3.71,53%,2.33,51%,70%,0.8, 16-5-0,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985",1.72,34%,4.03,49%,0.00,0%,7%,0.0, 22-11-0 (1 NC)
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Lightweight,N,L,Jamie Mullarkey,Fares Ziam,0,0,20 of 72,47 of 89,27%,52%,29 of 84,54 of 98,5 of 11,1 of 5,45%,20%,0,0,0,2,6:56,1:12,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",4.13,45%,4.28,54%,2.62,35%,72%,0.2, 16-5-0,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",2.52,44%,1.70,66%,0.96,25%,70%,0.0, 13-4-0
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Light Heavyweight,N,L,Gadzhimurad Antigulov,Maxim Grishin,0,0,12 of 23,34 of 76,52%,44%,31 of 44,66 of 126,1 of 5,1 of 1,20%,100%,0,0,0,0,2:39,2:21,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987",2.08,55%,4.21,40%,5.08,36%,0%,1.4, 20-8-0,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.40,52%,2.07,59%,0.27,33%,66%,0.0, 32-9-2
"October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Bantamweight,N,W,Said Nurmagomedov,Mark Striegl,0,0,18 of 24,3 of 7,75%,42%,18 of 24,3 of 7,0 of 0,0 of 1,---,0%,0,0,0,0,0:05,0:00,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.54,47%,2.15,56%,1.03,16%,65%,1.2, 17-3-0,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.40,45%,4.07,40%,0.00,0%,66%,0.0, 18-4-0 (1 NC)
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Bantamweight,N,L,Marlon Moraes,Cory Sandhagen,0,1,14 of 50,38 of 88,28%,43%,14 of 50,38 of 88,1 of 1,0 of 0,100%,---,0,0,0,0,0:09,0:04,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3, 23-10-1,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",5.98,44%,3.90,57%,0.89,21%,64%,0.3, 16-4-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,W,Edson Barboza,Makwan Amirkhani,2,0,32 of 74,11 of 39,43%,28%,34 of 77,25 of 59,0 of 0,3 of 6,---,50%,1,0,0,0,1:38,3:13,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",4.00,44%,4.12,58%,0.38,44%,75%,0.1, 23-11-0,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1, 17-9-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Heavyweight,N,L,Ben Rothwell,Marcin Tybura,0,0,89 of 276,94 of 183,32%,51%,95 of 287,155 of 274,0 of 0,1 of 3,---,33%,0,0,0,0,0:19,3:08,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.71,42%,4.63,47%,0.68,34%,70%,0.4, 39-14-0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.55,48%,3.31,55%,1.39,33%,79%,0.1, 24-7-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,L,Markus Perez,Dricus Du Plessis,0,1,14 of 43,26 of 58,32%,44%,14 of 43,26 of 58,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",2.60,47%,3.72,52%,0.81,25%,77%,1.0, 12-5-0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",6.72,55%,3.73,53%,2.83,47%,50%,1.3, 19-2-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Heavyweight,N,W,Tom Aspinall,Alan Baudot,0,0,16 of 25,3 of 12,64%,25%,17 of 26,5 of 14,1 of 1,0 of 0,100%,---,0,0,0,0,0:30,0:00,"6' 5""",256 lbs.,"78""",Orthodox,"Apr 11, 1993",7.41,65%,2.87,64%,4.00,100%,100%,2.0, 12-3-0,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",5.36,58%,4.82,46%,0.00,0%,62%,0.0, 8-4-0 (1 NC)
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,L,Youssef Zalal,Ilia Topuria,0,0,17 of 53,13 of 33,32%,39%,40 of 85,30 of 62,0 of 2,5 of 9,0%,55%,1,5,3,0,2:51,8:02,"5' 10""",135 lbs.,"72""",Switch,"Sep 04, 1996",2.75,48%,1.75,64%,2.14,31%,60%,1.1, 10-5-1,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",3.32,49%,2.75,62%,2.45,46%,92%,2.5, 13-0-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,W,Tom Breese,KB Bhullar,1,0,17 of 27,2 of 15,62%,13%,18 of 28,2 of 16,0 of 0,0 of 0,---,---,0,0,0,0,0:05,0:00,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991",3.34,50%,2.81,60%,0.00,0%,70%,1.1, 12-3-0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",4.31,49%,5.39,45%,0.00,0%,0%,0.0, 8-2-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Heavyweight,N,W,Chris Daukaus,Rodrigo Nascimento,2,0,13 of 21,1 of 4,61%,25%,13 of 21,1 of 4,0 of 0,0 of 0,---,---,0,0,0,0,0:24,0:00,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1989",6.41,50%,4.48,57%,0.00,0%,100%,0.0, 12-6-0,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",4.05,51%,5.22,41%,2.30,41%,100%,1.4, 9-1-0 (1 NC)
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,L,Impa Kasanganay,Joaquin Buckley,0,1,28 of 79,29 of 94,35%,30%,31 of 85,29 of 95,0 of 0,1 of 2,---,50%,0,0,0,0,0:00,1:03,"5' 11""",170 lbs.,"75""",Orthodox,"Jan 17, 1994",4.96,48%,3.66,58%,1.75,58%,66%,0.2, 9-2-0,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994",3.87,32%,3.53,55%,1.23,30%,66%,0.0, 15-6-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Bantamweight,N,L,Ali AlQaisi,Tony Kelley,0,0,29 of 67,23 of 62,43%,37%,58 of 103,61 of 109,5 of 15,0 of 0,33%,---,1,4,0,0,6:00,1:56,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 23, 1990",2.43,42%,1.97,56%,3.50,29%,60%,1.0, 8-5-0,"5' 9""",135 lbs.,"70""",Switch,"Jan 21, 1987",5.55,47%,4.85,45%,0.00,0%,52%,1.4, 8-3-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,W,Giga Chikadze,Omar Morales,1,0,65 of 157,34 of 128,41%,26%,69 of 163,35 of 130,0 of 1,0 of 0,0%,---,0,0,0,0,0:29,1:04,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",4.05,42%,3.35,62%,0.26,33%,69%,0.3, 14-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",3.42,40%,3.18,58%,0.46,100%,63%,0.0, 11-4-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Bantamweight,N,W,Tracy Cortez,Stephanie Egger,0,0,20 of 42,10 of 32,47%,31%,66 of 109,27 of 70,3 of 5,1 of 6,60%,16%,0,0,0,1,9:58,2:07,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 10, 1993",3.56,54%,2.32,59%,2.80,48%,71%,0.4, 10-1-0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",1.93,53%,2.08,53%,3.04,40%,50%,0.8, 8-4-0
"October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Flyweight,N,L,Bruno Silva,Tagir Ulanbekov,0,0,47 of 114,46 of 122,41%,37%,59 of 134,69 of 152,4 of 8,5 of 11,50%,45%,0,0,0,0,2:21,3:47,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",3.05,46%,3.09,59%,2.57,30%,64%,0.3, 13-5-2 (1 NC),"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.35,44%,3.29,54%,3.81,42%,61%,0.9, 14-2-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Bantamweight,N,W,Holly Holm,Irene Aldana,0,0,154 of 301,69 of 185,51%,37%,187 of 342,92 of 210,5 of 14,0 of 0,35%,---,0,0,0,0,5:16,0:03,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981",3.17,40%,2.77,56%,0.92,31%,78%,0.1, 15-6-0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",5.39,39%,5.71,60%,0.20,50%,81%,0.3, 14-6-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Heavyweight,N,L,Yorgan De Castro,Carlos Felipe,0,0,48 of 100,78 of 177,48%,44%,113 of 174,88 of 187,0 of 1,0 of 0,0%,---,0,0,0,0,3:13,1:28,"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",2.46,43%,3.85,53%,0.00,0%,77%,0.0, 6-3-0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0, 11-2-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Bantamweight,N,W,Germaine de Randamie,Julianna Pena,0,0,37 of 91,27 of 91,40%,29%,57 of 119,58 of 125,0 of 0,3 of 6,---,50%,2,0,0,0,0:48,5:55,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2.72,46%,2.14,65%,0.00,0%,69%,0.4, 10-4-0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 19, 1989",3.16,47%,2.30,50%,1.94,55%,23%,0.8, 12-5-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Bantamweight,N,W,Kyler Phillips,Cameron Else,0,0,32 of 78,11 of 30,41%,36%,34 of 80,20 of 43,2 of 2,0 of 0,100%,---,0,0,0,0,2:25,0:03,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.50,49%,3.43,61%,3.32,50%,69%,0.7, 10-2-0,"5' 9""",135 lbs.,"71""",Switch,"Apr 27, 1987",1.99,40%,8.09,51%,0.00,0%,0%,0.0, 10-6-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,L,Dequan Townsend,Dusko Todorovic,0,0,13 of 41,85 of 134,31%,63%,21 of 49,109 of 167,0 of 0,1 of 2,---,50%,0,0,0,0,0:18,3:25,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.00,0%,46%,0.0, 21-12-0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",5.54,57%,4.55,46%,0.96,12%,45%,0.0, 12-4-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Welterweight,N,W,Carlos Condit,Court McGee,1,0,88 of 230,84 of 182,38%,46%,88 of 230,84 of 182,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",3.66,39%,2.67,55%,0.59,46%,38%,1.0, 32-14-0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.68,37%,3.69,60%,1.86,25%,69%,0.5, 22-11-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,D,Charles Jourdain,Josh Culibao,0,1,44 of 101,46 of 124,43%,37%,68 of 126,51 of 130,0 of 0,0 of 7,---,0%,3,0,0,0,2:51,2:28,"5' 9""",145 lbs.,"69""",Switch,"Nov 27, 1995",5.78,49%,4.30,57%,0.10,16%,48%,0.4, 14-6-1,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",2.96,43%,3.13,59%,0.00,0%,82%,0.5, 11-1-1
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Middleweight,N,L,Jordan Williams,Nassourdine Imavov,0,0,30 of 98,68 of 110,30%,61%,62 of 137,81 of 126,0 of 3,1 of 8,0%,12%,0,4,0,0,2:24,4:51,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 13, 1990",5.83,50%,5.46,35%,1.11,50%,85%,0.0, 9-6-0 (1 NC),"6' 3""",185 lbs.,"75""",Orthodox,"Mar 01, 1995",4.32,51%,3.81,59%,0.68,22%,72%,1.7, 12-4-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Strawweight,N,W,Loma Lookboonmee,Jinh Yu Frey,0,0,80 of 137,26 of 61,58%,42%,85 of 142,39 of 75,0 of 1,1 of 4,0%,25%,0,0,0,0,1:23,2:34,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",4.14,58%,2.58,52%,2.04,50%,74%,0.2, 8-3-0,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",3.17,44%,4.23,52%,0.61,33%,88%,0.4, 11-8-0
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Bantamweight,N,W,Casey Kenney,Alatengheili,0,0,109 of 263,46 of 171,41%,26%,109 of 263,46 of 171,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 20, 1991",4.85,42%,4.67,58%,1.09,35%,61%,0.4, 16-4-1,"5' 5""",135 lbs.,"66""",Orthodox,"Dec 14, 1991",2.94,33%,4.58,61%,1.78,39%,72%,0.0, 16-8-2
"October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Lightweight,N,W,Luigi Vendramini,Jessin Ayari,1,0,13 of 23,2 of 10,56%,20%,14 of 24,2 of 10,0 of 1,0 of 0,0%,---,0,0,0,0,0:02,0:00,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",2.82,40%,3.82,57%,1.11,15%,100%,0.6, 9-3-0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3, 16-6-0
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",UFC Middleweight,Y,W,Israel Adesanya,Paulo Costa,1,0,55 of 84,12 of 26,65%,46%,55 of 84,12 of 26,0 of 0,0 of 0,---,---,0,0,0,0,0:09,0:01,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",3.94,49%,2.88,57%,0.06,14%,77%,0.2, 24-2-0,"6' 1""",185 lbs.,"72""",Orthodox,"Apr 21, 1991",6.50,60%,6.38,47%,0.53,75%,79%,0.0, 14-2-0
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",UFC Light Heavyweight,Y,L,Dominick Reyes,Jan Blachowicz,0,1,21 of 51,41 of 89,41%,46%,21 of 51,41 of 89,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",4.75,50%,3.77,48%,0.36,28%,80%,0.4, 12-4-0,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.41,49%,2.81,54%,0.97,53%,68%,0.2, 29-9-1
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Flyweight,N,L,Kai Kara-France,Brandon Royval,1,2,22 of 38,39 of 71,57%,54%,22 of 39,51 of 85,0 of 1,0 of 0,0%,---,0,1,0,0,1:31,1:31,"5' 4""",125 lbs.,"69""",Orthodox,"Mar 26, 1993",4.70,40%,3.57,64%,0.51,25%,87%,0.0, 24-10-0 (1 NC),"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",3.45,38%,2.63,50%,0.66,100%,39%,2.3, 15-6-0
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Women's Bantamweight,N,W,Ketlen Vieira,Sijara Eubanks,0,0,68 of 171,69 of 149,39%,46%,93 of 203,72 of 152,2 of 5,0 of 1,40%,0%,0,0,0,0,2:27,0:39,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",3.24,41%,4.16,51%,1.36,40%,92%,0.4, 13-3-0,"5' 4""",125 lbs.,"67""",Orthodox,"Apr 27, 1985",4.30,43%,3.43,57%,1.90,44%,66%,0.3, 8-7-0
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Featherweight,N,W,Hakeem Dawodu,Zubaira Tukhugov,0,0,69 of 136,35 of 93,50%,37%,70 of 137,40 of 98,0 of 0,1 of 7,---,14%,0,0,0,0,0:00,2:03,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",5.33,50%,3.15,57%,0.00,0%,65%,0.0, 13-3-1,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",3.17,39%,3.07,63%,2.13,39%,100%,0.0, 20-6-1
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Lightweight,N,W,Brad Riddell,Alex Da Silva,0,0,67 of 166,54 of 112,40%,48%,86 of 185,70 of 133,1 of 6,3 of 9,16%,33%,0,1,0,1,1:24,5:17,"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991",4.71,53%,3.53,53%,1.77,36%,63%,0.0, 10-4-0,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",2.14,46%,2.52,56%,1.97,43%,76%,0.3, 21-4-0
"September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates    ",Welterweight,N,L,Diego Sanchez,Jake Matthews,0,1,25 of 81,72 of 148,30%,48%,38 of 95,93 of 174,0 of 1,1 of 2,0%,50%,0,0,0,0,0:00,4:52,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8, 31-13-0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.09,44%,2.24,61%,1.78,41%,60%,0.6, 18-6-0
